poolAddress,token0,token1,token0Symbol,token1Symbol,fee,poolType
0x0002e63328169d7feea121f1e32e4f620abf0352,0x0d438f3b5175bebc262bf23753c1e53d03432bde,0x903bef1736cddf2a537176cf3c64579c3867a881,wNXM,ICHI,3000,other
0x0004cd8474e882278e32e584699090be496f410e,0x0ec78ed49c2d27b315d462d43b5bab94d2c79bf8,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,MEOW,USDC,3000,other
0x000ba527862e5b82cff0f7c66b646af023274aa1,0x5afe3855358e112b5647b952709e6165e1c1eeee,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,SAFE,WETH,3000,eth_paired
0x000ea4a83acefdd62b1b43e9ccc281f442651520,0x4fabb145d64652a948d72533023f6e7a623c7c53,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,BUSD,WETH,3000,eth_paired
0x002899596a0fba6a5264c9daee2d7db42ce3c859,0xb873aea797b1c12925c2cc0ca4988d22fe8b39e8,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,HYPE,WETH,3000,eth_paired
0x003896387666c5c11458eeb3f927b72a11b19783,0x0f81001ef0a83ecce5ccebf63eb302c70a39a654,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,DOLO,USDC,3000,other
0x0045db3994a0dc7c4dff0a778aaf039c3a7fc3f5,0x32c6f1c1731ff8f98ee2ede8954f696446307846,0xf3b9569f82b18aef890de263b84189bd33ebe452,BEARDY,CAW,3000,other
0x0045eedee878af5e38f161ce76e1333cb5941a5f,0x69beae1989c518ca4e22fefc5b398205bef73ec5,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,FNMA,WETH,10000,eth_paired
0x0053b4fbc57dc86aa298a9acd6b4b172bb6de259,0x696813d417f1c850de0ab298c16851cb41e90e54,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH,WETH,10000,eth_paired
0x005d18833f28a0bd5587130b146633f9e6e1ce62,0x37a5e369516935637256ed0bd3cc743eb87f8c0e,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,FERRARI,WETH,3000,eth_paired
0x006c59d5d4632a21a45b1beb48df122634ff81af,0x677ddbd918637e5f2c79e164d402454de7da8619,0xdac17f958d2ee523a2206206994597c13d831ec7,VUSD,USDT,500,other
0x0087d67f43695a1e55959381c9c075cecb9562f1,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xd3a7385d5d95381b874a873371e7fd88495586e0,WETH,XAU,3000,eth_paired
0x00a9205611cc32ec9c0d16fc58f31b9355ec7ade,0x65ccd72c0813ce6f2703593b633202a0f3ca6a0c,0xdac17f958d2ee523a2206206994597c13d831ec7,EGG,USDT,10000,other
0x00b72483a1a638e8863f10e378d090cec2770305,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xdac17f958d2ee523a2206206994597c13d831ec7,WETH,USDT,3000,eth_paired
0x00c07a7e77c9ffa6e0e3c58790e0dcb81cef89e1,0xa444ec96ee01bb219a44b285de47bf33c3447ad5,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,LEOX,WETH,10000,eth_paired
0x00cc0523b7a2b97f1d52bea1b7a0c50027e0a706,0x35d8949372d46b7a3d5a56006ae77b215fc69bc0,0xdac17f958d2ee523a2206206994597c13d831ec7,USD0++,USDT,3000,other
0x00cef0386ed94d738c8f8a74e8bfd0376926d24c,0x4fabb145d64652a948d72533023f6e7a623c7c53,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,BUSD,USDC,500,stablecoin
0x00da578acb3381f48f187374cda78d6824676f27,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,0xa469b7ee9ee773642b3e93e842e5d9b5baa10067,WBTC,USDz,500,other
0x00e5066de0a0265815699a1c8b448398af33cbe9,0x5c888fa2e6f9f0880321683d1efa12e936fd5051,0x68d009f251ff3a271477f77acb704c3b0f32a0c0,CHAD,CHAD,10000,other
0x00e8ff39a5bbead0c23e5de771d00452b832260f,0x691d3d7bb9e73a9eea9b153b5dfb4f97b1bf87ac,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Bubble Gum by Matt Furie ,WETH,10000,eth_paired
0x00ed26e794b949e18b142f9108429b74ce08ac99,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xe0f63a424a4439cbe457d80e4f4b51ad25b2c56c,WETH,SPX,10000,eth_paired
0x00f59b15dc1fe2e16cde0678d2164fd5ff10e424,0x15b543e986b8c34074dfc9901136d9355a537e7e,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,STC,WETH,10000,eth_paired
0x00ffeed50dd3adc636fa2f955ce76135215a0218,0x000000001326d79898524c0129e38897d01a47fc,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,fpCOOL,WETH,10000,eth_paired
0x0105b9b95f63e54650f70125402588ad329d5b00,0xa93d86af16fe83f064e3c0e2f3d129f7b7b002b0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,COCORO,WETH,10000,eth_paired
0x0110660ec3fede0425183efd88cf5c4341ffc304,0x6e08b5d1169765f94d5ace5524f56e8ac75b77c6,0xddc6625feca10438857dd8660c021cd1088806fb,BRO,RAD,10000,other
0x0110cbef91629ea8c0ca2a055700af5800fc1308,0x695b68aa6083c3e675da6b9d0635b22eff50a265,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,,WETH,10000,eth_paired
0x012e81e763c5a188b501d2fa41f0ca506db9d01c,0xa02c49da76a085e4e1ee60a6b920ddbc8db599f4,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,TREAT,WETH,10000,eth_paired
0x0133f1ae48d176b2caade3344f3bc2a9a71f6d55,0x926ff6584b5905cc793cfb19bfc0ad6443671f47,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,PABLO,WETH,10000,eth_paired
0x0143b80d682d2b6fb8945f47b7d199841ab8184c,0x2dff88a56767223a5529ea5960da7a3f5f766406,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,ID,USDC,10000,other
0x01680d92d9f20db0069d521c980fccfcb0965c5b,0x866a2bf4e572cbcf37d5071a7a58503bfb36be1b,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,M,USDC,100,other
0x0170915a0a6de6eb8dfc4e0f7415ad5a5a2be180,0x799ebfabe77a6e34311eeee9825190b9ece32824,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,BTRST,USDC,10000,other
0x0170efe5bb54476cc9330c93a51544c3e224f90a,0x12a363f54a2d5541f48b4879705dae0df1462654,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,BabyETH,WETH,3000,eth_paired
0x017bded2b983fffaf963c7ca4736a3f63a2886ab,0x6b175474e89094c44da98b954eedeac495271d0f,0x6f2495e244915b164df57ba135f8430fa01c4d25,DAI,Toil,500,other
0x017e1dc7a0e8310d9eb86870e4282f1f59321987,0xba374579925eac2a9c7446b30ec4339e9c7c2658,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,DANGER,WETH,10000,eth_paired
0x01949be3cb5f6a5154ce7c0455a14a976deb9115,0x22d2b0220115b3b83618d239e14c8e600a64a8c1,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,MAGMA,WETH,10000,eth_paired
0x01a8227d4e7c3068ad1000c97a059af5c5fa3476,0x102c776ddb30c754ded4fdcc77a19230a60d4e4f,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,FLC,WETH,10000,eth_paired
0x01b21ad104e5cfda54e86f07ce7c39c8191e6e4a,0x69c97164c9829ab024d05efa96c8ea0d63012b89,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,MeMeme,WETH,10000,eth_paired
0x01b94ac1abf25c132bced6918513f1822d0dc52f,0x6b3595068778dd592e39a122f4f5a5cf09c90fe2,0xd4419c2d3daa986dc30444fa333a846be44fd1eb,SUSHI,ZIK,10000,other
0x01bd1d1f933692dfc64d1d64cc3ed1c24887edaa,0x36e66fbbce51e4cd5bd3c62b637eb411b18949d4,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,OMNI,WETH,3000,eth_paired
0x01bd773f9cb752ef356b57f3a1b4b39c1551a8b3,0x00a53d94df941de999daa6ebeeca1d8860030a88,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,KTA,WETH,3000,eth_paired
0x01be9965be02bebd9fb249a8c44f71c8f1f89b81,0x1c4853ec0d55e420002c5efabc7ed8e0ba7a4121,0xfbd5fd3f85e9f4c5e8b40eec9f8b8ab1caaa146b,Okinami,TREAT,10000,other
0x01c0aeaee4f9b9417237aef3556bc1d7bd00ec52,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xe5544a2a5fa9b175da60d8eec67add5582bb31b0,WETH,HTK,10000,eth_paired
0x01de8b4a7a04012b7bb0a2cd1b5113877f24c3a0,0x76e222b07c53d28b89b0bac18602810fc22b49a8,0x96992046320c6b6b56712c3bb9353a0d3de7ce4a,JOE,MEME,3000,other
0x01e82ea6735864869c6f91889b3580efe70d6052,0x7b1a893e33e2d628080c42870199aa802f8d2e30,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,IM50E,WETH,10000,eth_paired
0x01f30d94091a3dd206968b53743bd2abe9cec799,0x3a707d56d538e85b783e8ce12b346e7fb6511f90,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,iETHV,USDC,3000,other
0x020c349a0541d76c16f501abc6b2e9c98adae892,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xc011a73ee8576fb46f5e1c5751ca3b9fe0af2a6f,USDC,SNX,10000,other
0x02108ae6b0320f7a67a7c8f064c5e2db24a1f103,0x25559f0abbaf2a928239d2f419181147cc2dad74,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,NUTS404,WETH,10000,eth_paired
0x021f7542293a4f720c033c60637d8d90423277d5,0x111111517e4929d3dcbdfa7cce55d30d4b6bc4d6,0x1a4b46696b2bb4794eb3d4c26f1c55f9170fa4c5,ICHI,BIT,3000,other
0x02249fbc47437a07a88ad7a124f2da9610856920,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xdccf3968b667e515c9fc952aa6bf834eb9d8476c,WETH,VINCE,10000,eth_paired
0x0236d30f9d33ca8898d7f258357f572e863192dc,0x5c523d6abe17e98eaa58c2df62a6ec9162f3b9a1,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,BCT,WETH,500,eth_paired
0x025f4a5cf52a6b255a87e780d3a07badb7c7363d,0x6914757cbfc7a8bda05693df55141e3f5a0a89b3,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,AME,WETH,10000,eth_paired
0x0264102e0f39bb0cd6724ce8eb9fbaeceedf67a5,0x61eb6b2439d44a65fd10a1c1ec3c4a97c850733d,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,BOT,WETH,3000,eth_paired
0x026babd2ae9379525030fc2574e39bc156c10583,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,WBTC,USDC,100,other
0x0273d4aac5b0f0c86bbd6ad58cf89710b2ece234,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,0x8daebade922df735c38c80c7ebd708af50815faa,WBTC,TBTC,3000,other
0x0275bc3237a295ad331588d98a6a2fcad686342d,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xccba0b2bc4babe4cbfb6bd2f1edc2a9e86b7845f,WETH,WINTER,10000,eth_paired
0x027fc6224ee689ff223f83228a7311054d9c4784,0x07120ae8f5560f2bddc2c2f57826c184b57e2590,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,NACHI,WETH,10000,eth_paired
0x02976320ef83e1413a9307b34c463a19ab484b5e,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xfa14fa6958401314851a17d6c5360ca29f74b57b,WETH,SAITO,10000,eth_paired
0x0297d7f599c99abc818725922dab86cf81c3cc95,0x000000000503be77a5ed27bef2c19943a8b5ae73,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,XTREME,WETH,10000,eth_paired
0x02a33b4b4de1c6102d077ceece761f946a7eea96,0x4956b52ae2ff65d74ca2d61207523288e4528f96,0x66a1e37c9b0eaddca17d3662d6c05f4decf3e110,RLP,USR,500,other
0x02b9e949ba711523ee0f10470d09b47c64d7a46d,0x6715515f5aa98e8bd3624922e1ba91e6f5fc4402,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,SSNC,WETH,3000,eth_paired
0x02cbeeb1e7b7a9301cee000797aabde9dc1609ec,0x21179e3c82609c8457e839dada5e541083312e34,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,DAWN,WETH,10000,eth_paired
0x02cef3d0b78279797109fee48784fb62d79fc69c,0x004b0a4ae06f9d5078fda0cbcd897187499a37c8,0xfec1408fa5ef2a57c4f46edb3c105ff3804ac5d6,CETA,ALIT,3000,other
0x02e10162c8b06d1077a25d8ed0a91c6c44a35589,0x6b175474e89094c44da98b954eedeac495271d0f,0x77777feddddffc19ff86db637967013e6c6a116c,DAI,TORN,100,other
0x02e3429d39c5d63d2cbb2b381b4c85bfd31f8b3f,0x6982508145454ce325ddbe47a25d4ec3d2311933,0xff541139c60bb38ce2159a13d656f0f38aa96ff4,PEPE,DI,10000,other
0x02edd21f1db8eb146be60998e9801691e725f119,0x04c154b66cb340f3ae24111cc767e0184ed00cc6,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,pxETH,WETH,100,eth_paired
0x02fb178cac55b4a7d868841cc9dbf2ddadcdea8d,0xcacd6fd266af91b8aed52accc382b4e165586e29,0xdac17f958d2ee523a2206206994597c13d831ec7,frxUSD,USDT,100,other
0x02fee7c438308edac59cb7984e897ad664d82563,0x652c0e3d583a43c6230eb2a8e9c9634e0ded7765,0x851f679a5edfb16e7cf1ad157c6995b7e7f333f2,FURIE,TrumpBucks,10000,other
0x0301281fd6a9c68f75282c250f58d15d1eb8005c,0x69a7a2754296d4b502dde42a66795ae4c3655655,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,TDOV,WETH,10000,eth_paired
0x0301317a80154384e7e3c930e0a85823c2a42c48,0x1151cb3d861920e07a38e03eead12c32178567f6,0xd4419c2d3daa986dc30444fa333a846be44fd1eb,Bonk,ZIK,10000,other
0x0318170609141bfdb38d20d1f1c5b5197670ecee,0x2c5bc2ba3614fd27fcc7022ea71d9172e2632c16,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,SOV,WETH,10000,eth_paired
0x031d961d1e83e7fc372455e82ca50164e9ba35d4,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xe773792d2d6b99f5489fec316c25f06a1527a33a,WETH,VOTE,3000,eth_paired
0x03249f48f6190528c326318be0a22f3a358dddb0,0x1c0688377a7fe29105ba70c7d3c027fcfc16bd91,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,KAI,WETH,3000,eth_paired
0x0328d50191d191139200d274ff7806adb32b589e,0x69e0fbda456f5674b0d6bbd7188968b03571aa25,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,QCAT,WETH,10000,eth_paired
0x0329385812fb712c9ab3974c9cbe81897ad55163,0x3d875a26d9afcbf4f58c920509c876b594499c87,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,KCT,WETH,500,eth_paired
0x033e7b3c5f9d06ece1e30c463f6e90541b45037a,0xaaadcebe202a4ceb6f7e98164e84733586e66eda,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,rpmm,WETH,3000,eth_paired
0x034272d786e2842c262151ca337d85c3959d20c2,0x470c8950c0c3aa4b09654bc73b004615119a44b5,0x77e06c9eccf2e797fd462a92b6d7642ef85b0a44,KIZUNA,wTAO,10000,other
0x03494856e127663af7a5226855ec3841d0d0b57e,0x9e5bd9d9fad182ff0a93ba8085b664bcab00fa68,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,DINGER,WETH,10000,eth_paired
0x034c2feb77d6fa7cc4f1bb322c1700f7461659b0,0x100b397692a2cef00390427b55ee91dabfa41539,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,EB,WETH,3000,eth_paired
0x035f1d7d2520d24c6e8b06758316290df06b8c82,0xaf5191b0de278c7286d6c7cc6ab6bb8a73ba2cd6,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,STG,WETH,10000,eth_paired
0x0373ba66a3fbea4c8b509a265292d6378565ffde,0x69f6fc6d25580f11bc3e83f4c42164f7bbb45f8a,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETHP,WETH,10000,eth_paired
0x038dc0cd433432882b185a9424344711c5fa1cdf,0x256fb830945141f7927785c06b65dabc3744213c,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,YT-ezETH-25APR2024,WETH,3000,eth_paired
0x038f05e76367aa74f258cc3d77dc837e1c701363,0xb3e41d6e0ea14b43bc5de3c314a408af171b03dd,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,KABOSU,WETH,10000,eth_paired
0x039b9cf3407f4573b7d37530c42ef9c7db424fc8,0x774eaf7a53471628768dc679da945847d34b9a55,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,GASS,WETH,10000,eth_paired
0x03a86da24f980cfeace0898883db181c74be9c13,0x86ed939b500e121c0c5f493f399084db596dad20,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,SPC,WETH,3000,eth_paired
0x03ae8737b27fdc05209d0d4ee575a1671bd7654b,0x692346a9128810ce1c188256c2bb85edb21f479a,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,EVS,WETH,10000,eth_paired
0x03bc32cbaf0516945db77a32f2479379585aa17b,0x3541a5c1b04adaba0b83f161747815cd7b1516bc,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,KNIGHT,WETH,10000,eth_paired
0x03da747c440717420d9a8b21c61805dd9d99071e,0x87c22615435998d69aca34889d03155b694a94fc,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,DLB,WETH,3000,eth_paired
0x03dafe08d2b812a493a53298e57e4bd707f07533,0x8e7b01148c5aafab67aaaa03696faf85f5dc893c,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Base人生,WETH,3000,eth_paired
0x03dcce3524d5ca5286b7bdd0945edf2e64ef44b1,0x690de63c6a94bbc47781854fa86d88cd5abad759,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,BTBT,WETH,10000,eth_paired
0x03ee825ea54021617d1866b0148920b2ac0da121,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xedaa2fa0fd153b78efde805b0a46225bb95e3ca1,WETH,CRIMINGO,10000,eth_paired
0x03fa3ecb3976442dd8dac46c253dd75ac1c5caf4,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xdf68eb1865da1a738ff55247029274ddc696bb63,WETH,MORI,3000,eth_paired
0x04069ffe1bfc9b7a48972e94b69d63772bf41323,0x8d0d000ee44948fc98c9b98a4fa4921476f08b0d,0xda5e1988097297dcdc1f90d4dfe7909e847cbef6,USD1,WLFI,3000,other
0x040f336abc4594a35217ff23aecac520d7208d98,0x45f2ab0ca2116b2e1a70bf5e13293947b25d0272,0xdac17f958d2ee523a2206206994597c13d831ec7,GLOB,USDT,3000,other
0x0415e84b99c5289a77fc564402eb6608019bdf83,0xbb54742a525887b9f6e550f77b9101ff0aea2c77,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,EDUEDU,WETH,500,eth_paired
0x0425b167d96725b2b801456982cd59a2139e2a1e,0x69ef687cb8414a3dc34d9043f55bfa52ffb4c220,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Holešky,WETH,10000,eth_paired
0x0448155c8edd5830b9ec2dd431df2a3a0c6329c8,0x69ba437f0dcc75dd77893afe79e83a8e588544d5,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,DIE,WETH,10000,eth_paired
0x04708077eca6bb527a5bbbd6358ffb043a9c1c14,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xd5f7838f5c461feff7fe49ea5ebaf7728bb0adfa,WETH,mETH,500,eth_paired
0x0474f399a23b340540c865713aff663cbb90b163,0x69c527a96b74bec45df11bfc01f60951172ba67d,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Natural Mystic by Matt Furie,WETH,10000,eth_paired
0x04812c46a318ce7c4de157de4de0759c700ace3b,0xaceb817968c77117e067b7dfc000184de25738c6,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,POLY,WETH,10000,eth_paired
0x048556e323c6171fa7c9f201f7c7994a998824de,0xd5f7838f5c461feff7fe49ea5ebaf7728bb0adfa,0xe6829d9a7ee3040e1276fa75293bde931859e8fa,mETH,cmETH,100,other
0x04858ca4693b5c8bcde047dc361636d270aff809,0x69280501ce754106b5c2a75e8206d6a149f9dac9,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,BNMR,WETH,10000,eth_paired
0x048e06ba6750da450904000a4cce5bb066da0c26,0x69795179311b2228869889ac05455a8dc7fd9ce9,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,SWAP,WETH,10000,eth_paired
0x048fdd9837c00300aef6129ed2adfca461c9d06d,0x0b2956542fe137f45143d92744aa2639650ceb69,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,BEES,WETH,10000,eth_paired
0x04916039b1f59d9745bf6e0a21f191d1e0a84287,0x0bc529c00c6401aef6d220be8c6ea1667f6ad93e,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,YFI,WETH,3000,eth_paired
0x0498ebdd1c0122b358aa5d86e1eda0a00e4c346f,0x69c26b8688438d9d8f9cd34e49d0b6f23b68a309,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,@ELON,WETH,10000,eth_paired
0x049bfe44c007e2103faf16dda66f50241a9e1de5,0x94053c9038b80a8b56d671c43dd11982037db00b,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,OVER9K,WETH,10000,eth_paired
0x049c93b241021cffb1c0d78b2b5bec0aff34e488,0x5188f901f7d75867eb75a953ea1803441804c181,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,REACT,WETH,3000,eth_paired
0x04b2ccadc081ccecba6c4646c15e704a6220b94d,0x927908a2529f2bcfb91367cf573597e611227f6f,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,HYPE,WETH,3000,eth_paired
0x04b7bf41ae570d6049305de338c0a8377acd0e44,0x48bd731488dd27452018dfea7d080f1b56f5895d,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,EthereumX ,WETH,10000,eth_paired
0x04dd76803f247b611d4f470fc6cd206a9d02f869,0x656c00e1bcd96f256f224ad9112ff426ef053733,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,EFI,WETH,3000,eth_paired
0x04eb5b4c9d8becfc1f10a7e7c541b1169dc3adc9,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xcdb37a4fbc2da5b78aa4e41a432792f9533e85cc,WETH,CDT,10000,eth_paired
0x04ecd3c4563ef7491919e6c7aa330eb89e0c8284,0xbcd4d5ac29e06e4973a1ddcd782cd035d04bc0b7,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,QKNTL,WETH,10000,eth_paired
0x04ed15a29addad1e8189026d17879403997050a3,0x519c1001d550c0a1dae7d1fc220f7d14c2a521bb,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,PSWAP,WETH,10000,eth_paired
0x04f8eda4d06697a12c159c9d18ebcaf1f6c248d3,0x9d263633a50183ba22ee4795c94859310e934312,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ROCKET,WETH,3000,eth_paired
0x04fb90ec59dbb111d1af293d9812c3a57f92fa55,0x34abb3d5e92c9e1a16c7c51b68587acd29719ce5,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,CPAY,WETH,10000,eth_paired
0x0511e23e7e22fcdbc37aef28b685333eb7186f02,0xaa26f57cafcf46ff37a190c4a74984ce80af8d3d,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,NOUN11,WETH,3000,eth_paired
0x0521da864284ae15ad0582edfaec1f9d3c42cc36,0x51878b5fc5a24ce016d85d2f7bcea032685ee37a,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,TAO,WETH,3000,eth_paired
0x052fc911fc9d8861bde9b5b8b110eb31a9470a55,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xfdc162ce0877df3c0a4b853d097444e5e9b55434,WETH,币安人生,3000,eth_paired
0x05391bd57d8c6fb30d9c39f6618f2207893922dc,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xc56c7a0eaa804f854b536a5f3d5f49d2ec4b12b8,WETH,GME,10000,eth_paired
0x0539da80ef875b049cfde3e585ee17d263bbf248,0x652594082f97392a1703d80985ab575085f34a4e,0xdba8e8021fe321af91fc3a08e223ef15908cb2bb,SLVT,SLVD,100,other
0x053aca28df55fc559fd0e3165da1e88e93cbea60,0x88f43b9f5a6d4adef8f80d646732f5b6153c2586,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,EURC,WETH,3000,eth_paired
0x053da4662ab98f78254437580105b37aa999749c,0xb11db272ebfabedf611a07684e82165db60dc70e,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,BTCMTX,WETH,3000,eth_paired
0x054083270214cdce329c3a6e5d5346d661a77a76,0x92043c4306886f2b1ce0f1894046ec8b9f8e9aab,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,BUX,WETH,10000,eth_paired
0x054cd45ffd586c8cc9894210484ce0e7e86eca5c,0x57c4abe2560c41f97519c43dbe874e844d63f3bc,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Blinky,WETH,500,eth_paired
0x055081e35b9382d0b4034b48c909890688f66b05,0xa19533c295ca1601ba48e74f66fcb9a44b505f51,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,DIE,WETH,10000,eth_paired
0x0552a5e59f80ecca476cc1e0072fded8d5522f74,0x1c9b158e71bc274ea5519ca57a73e337cac72b3a,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,GrowAI,WETH,3000,eth_paired
0x057e16e64efb88f95d1460c2b06392ffa52747af,0x2f3d0b364d6b7c979889874d890beb4d77929542,0xdac17f958d2ee523a2206206994597c13d831ec7,CO2,USDT,100,other
0x0583cb555429ec3f56dad4320bb51c4779c16e07,0x112b08621e27e10773ec95d250604a041f36c582,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,KAS,USDC,10000,other
0x058d79a4c6eb5b11d0248993ffa1faa168ddd3c0,0x0d438f3b5175bebc262bf23753c1e53d03432bde,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,wNXM,WETH,10000,eth_paired
0x059615ebf32c946aaab3d44491f78e4f8e97e1d3,0xa1290d69c65a6fe4df752f95823fae25cb99e5a7,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,rsETH,WETH,500,eth_paired
0x0598690ad1daffc3ac47fd6adcaeac547c067e26,0x57e114b691db790c35207b2e685d4a43181e6061,0x8be3460a480c80728a8c4d7a5d5303c85ba7b3b9,ENA,sENA,3000,other
